"id_fs","lib_fs"
"2612","France services de Sainte Pazanne"
"2613","Bus France services d’Orléans"
"2614","France services de Ferrières en Gâtinais"
"2615","France services de Patay"
"2616","France services de la CC PNL - Outarville - Greneville"
"2617","France services de Gien"
"2618","France services multisites du Confluent"
"2619","Bus France services UNA 47"
"2620","France services d’Equeurdreville"
"2621","France services de Gavray-sur-Sienne"
"2622","France services de Fère-Champenoise"
"2623","France services La Poste de Nancy - Plateau Haye"
"2624","Bus France services PIMMS Médiation Lorient"
"2625","France services de Languidic"
"2626","France services multisites Sarrebourg Moselle Sud"
"2627","France services de Pougues-les-Eaux"
"2628","France services de Varennes Vauzelles"
"2629","Bus France services du Valenciennois"
"2630","France services de Valenciennes - Maison du Citoyen"
"2631","France services de Saint-André-Lez-Lille"
"2632","France services de Mons-en-Baroeul"

,

,
","59410"
"2633","France services de Sin Le Noble"
"2634","France services de Beauvais - MAJI"
"2635","France services de Beauvais - MJA"
"2636","France services La Poste de Creil - Valois"
"2637","France services de Calais"
"2638","France services La Poste de Longuenesse"
"2639","France services La Poste de Calonne-Ricouart"
"2640","France services de Saint-Omer"
"2641","France services de Vic-le-Comte"
"2642","France services Agglo Pays d’Issoire Champeix"
"2643","France services Billère"
"2644","France services de Saint Génis des Fontaines"
"2645","France services Perpignan Sud"
"2646","France services La Poste de Schiltigheim - Kléber"
"2647","France services de Haguenau"
"2648","France services de Wittelsheim"
"2649","France services de Ferrette"
"2650","France services de Tarare"
"2651","France services La Poste de Vénissieux - Minguettes"
"2652","France services Pimms Médiation Haute Vallée d'Azergues"
"2653","France services de Gy"
"2654","France services de Pierre de Bresse"
"2655","France services de Sanvignes les Mines"
"2656","France services de Gergy"
"2657","France services de Voivres lès-le-Mans"
"2658","France services de Buchelay"
"2659","France services Pimms Médiation Poissy"
"2660","France services de Maurepas"
"2661","France services de Vernouillet"
"2662","France services La Poste d'Ablis"
"2663","France services de Carrières-sous-Poissy"
"2664","France services de Parthenay"
"2665","France services d'Acheux en Amiénois"
"2666","France services de Graulhet"
"2667","France services de La Londe-les-Maures"
"2668","France services d'Hyères"

,

,
","83069"
"2669","France services de Pignans"
"2670","France services de La Roche-sur-Yon - Bourg-sous-la-Roche"
"2671","France services La Poste de Vouillé"
"2672","France services Eymoutiers - Portes de Vassivière"
"2673","France services de Fontenay-aux-Roses"
"2674","France services Pôle numérique de Pierrefitte"
"2675","France services Gentilly (MSA)"
"2676","France services Centre social Balzac"
"2677","Bus France services départemental du Val d'Oise"
"2678","France services Pimms Médiation Montigny-les-Cormeiles"
"2679","France services de Magny-en-Vexin"
"2680","France services de Basse-Terre"
"2681","France services de Sainte Rose"
"2682","France services du Vauclin"
"2683","France services La Poste de Cabassou"
"2684","France services de Grand Santi"
"2685","Bus France services de Matoury"
"2686","France services de Mana"
"2687","France services Plaine des Palmistes"
"2688","France services de Saint-Louis"
"2689","Bus France services Lélà"
"2690","France services Cannes"
"2691","France services Villefranche-sur-mer"
"2692","France services La Trinité"
"2693","France services France Fraternités de Montereau-Fault-Yonne"
"2694","France services de Vivier-au-Court"
"2695","France services de Mirecourt - Antenne de Dompaire"
"2696","France services de Fraize - Antenne d'Anould"
"2697","France services de Fraize - Antenne de La Chapelle Devant Bruyères"
"2698","France services de Senones - Antenne de Moyenmoutier"
"2699","France services de Raon l'Etape - Antenne d'Allarmont"
"2703","France services Dombes Saône Vallée"
"2704","France services de la Picardie des Châteaux"
"2705","France services de Saint-Yorre"
"2706","Bus France services ADAM"
"2707","France services de Saint Romain d'Ay"
"2709","France services itinérante Couserans-Pyrénées"
"2710","France services Arcis-Mailly-Ramerupt"
"2711","France services de Coursan"
"2712","France services Saint-Georges-de-Luzencon et Creissels - Site de Saint-Georges-de-Luzençon"
"2713","France services multisites de Monts
"2714","France services de Trets"
"2715","France services d’Aix-en-Provence"
"2716","France services Les Hauts de Mazargues"
"2717","France services Alleins"
"2718","France services de Saint-Martin Valmeroux"
"2719","France services de Brie"
"2720","France services de Sainte-Soulle"
"2721","France services de Thénac"
"2722","France services La Poste de Bourges - Gibjoncs"
"2723","France services de Plerin"
"2724","France services de Langueux-Hillion-Pledran"
"2725","France services de Lamballe-Armor"
"2726","France services de Pleslin-Trigavou"
"2727","France services d’Auzances"
"2728","France services de Salagnac-Clairvivre"
"2729","France services de Coursac"
"2730","France services Isle Double landais"
"2731","France services de Thiviers"
"2732","France services de Buis les Baronnies"
"2733","France services du Pays du Neubourg"
"2734","France services d’Auneau-Bleury-Saint-Symphorien"
"2735","France services Plouigneau"
"2736","France services du Pays des Abers"
"2737","France services Val-D'Aigoual-Causses"
"2738","France services Petite Camargue"
"2739","France services de Mane - CC Cagire Garonne Salat"
"2740","France services La Poste de Saint-Lys"
"2741","France services de Saint-Orens"
"2742","France services Hérault Méditerranée - Agde QPV"
"2743","France services de Montfort Communauté"
"2744","France services de Cancale"
"2745","France services Etrelles"
"2746","France services de Déols"
"2747","Bus France services MSA Savoie-Isère"
"2748","France services Pimms Médiation Mediation Isere - Vizille"
"2749","France services de Saint-Laurent-du-Pont"
"2750","France services de Fontaine"
"2751","France services de la Valdaine"
"2752","France services Gresivaudan"
"2753","France services de Lons-le-Saunier"
"2754","France services de Nozeroy"
"2755","France services de Champagnole"
"2756","France services de Haut Jura Saint-Claude"
"2757","France services de Foncine-le-Haut"
"2758","France services Veuzain-sur-Loire"
"2759","France services Chailles"
"2760","France services de Bourg-Argental - Monts du Pilat"
"2761","France services multisites Loire Forez Agglomération"
"2762","France services Haute Goulaine"
"2763","France services de Bouvron"
"2764","France services de Loireauxence"
"2765","France services de Carquefou"
"2766","France services de Vallons de l'Erdre"
"2767","France services de Saint-Nazaire"
"2768","France services Fumel"
"2769","France services du Pays de Lauzun"
"2770","France services de Sèvremoine"
"2771","France services Loire-Authion"
"2772","Bus France services de Cotentin Agglomeration"
"2773","France services de Barenton"
"2774","France services de Sillery"
"2775","France services de L'Huisserie"
"2776","France services de Neuves-Maisons"
"2777","France services de Plouay"
"2778","France services de Metz - Bellecroix"
"2779","France services de L'Hôpital-Folschviller - Antenne de L’Hôpital"
"2780","France services de Puttelange-aux-Lacs"
"2781","France services de Nevers - La Baratte"
"2782","Bus France services du sud Nivernais"
"2783","France services de Châteauneuf-Val-de-Bargis"
"2784","France services de La Charité-sur-Loire"
"2785","Bus France services du Pays Lillois"
"2786","France services de Bray-Dunes"
"2787","France services du Coeur de l'Avesnois"
"2788","France services La Poste de Roubaix - Epeule"
"2789","France services La Poste de Montataire"
"2791","France services de Lamorlaye"
"2792","France services de Lassigny"
"2793","France services La Poste de Bornel"
"2794","France services des Pays d'Oise et d'Halatte - Pont Sainte Maxence"
"2795","France services de Crépy en Valois"
"2796","France services de Flers"
"2797","France services de Saint-Denis-sur-Sarthon"
"2798","France services d’Hesdin"
"2799","France services de Mazingarbe"
"2800","France services de Marck"
"2801","France services de Pont-du-Château"
"2802","France services de Clermont-Ferrand Fontaine du Bac"
"2803","France services Entre Dore et Allier"
"2804","France services de Courpière"
"2805","France services de Billom"
"2806","France services de Saint-Éloy-les-Mines"
"2807","France services de Puy-Guillaume"
"2808","France services de Bayonne"
"2809","France services de l'Ouest de l'Agglomération paloise"
"2810","France services de la Vallée d'Ossau"
"2811","France services de Saint-Jean-de-Luz"
"2812","France services de Pontacq"
"2813","France services d'Anglet"
"2814","France services du Val d’Arros"
"2815","France services du Pays de Niederbronn-les-Bains"
"2816","France services de Ranspach-le-Bas"
"2817","France services du Pays de L'Arbresle"
"2818","Bus France services des Monts du Lyonnais"
"2819","Bus France services Pimms Médiation de Lyon"
"2820","France services de Chalon sur Saône - Quartier des Près Saint Jean"
"2821","France services de la CC Semur en Brionnais"
"2822","France services de Sillé-le-Guillaume"
"2823","France services Saint-Jean-de-Maurienne"
"2824","France services Faverges-Seythenex"
"2825","France services de Terres de Caux"
"2826","France services du Havre - Brindeau"
"2827","France services Josephine Baker"
"2828","France services de Dammarie-les-Lys"
"2829","France services de Chevreuse"
"2830","France services de Montdidier"
"2831","France services d'Ailly-sur-Noye"
"2832","France services de Mirandol-Bourgnounac"
"2833","France services de Gaillac"
"2834","France services La Lomagne"
"2835","France services Montaigu"
"2836","France services Provence Verte Saint Maximin"
"2837","France services multisites Provence Verte Cotignac-Garéoult - Site de Cotignac"
"2838","France services de L'Isle-sur-la-Sorgue"
"2839","France services de La Roche-sur-Yon - La Garenne"
"2840","France services du Pays des Achards"
"2841","France services de Mortagne-sur-Sèvre"
"2842","France services de Bonneuil Matours"
"2843","France services de Saint-Julien-l'Ars"
"2844","France services Aixe-sur-Vienne"
"2845","France services La Poste de Sens - Champs Plaisants"
"2846","France services de Toucy"
"2847","France services de Villeneuve-sur-Yonne"
"2848","France services d'Etrechy"
"2849","France services de Dourdan"
"2850","France services de Romainville - Centre social Nelson Mandela"
"2851","France services de L'Île-Saint-Denis"
"2852","Bus France services Pimms Médiation de Saint Denis"
"2853","France services Villejuif-Dumas"
"2854","France services d'Argenteuil - Val Notre Dame"
"2855","France services de Cergy - Visages du monde"
"2856","France services de Bezons - Maison de la citoyennete"
"2857","France services de Fort-de-France - Dorothy"
"2858","France services du Robert"
"2859","France services de Morne-Rouge"
"2860","Bus France services de Saint-Laurent-du-Maroni"
"2861","France services La Poste de Camopi"
"2862","Bus France services de Montsinery-Tonnegrande"
"2863","France services de Saint Leu - Plate"
"2864","France services de Saint Leu - La Chaloupe"
"2865","Bus France services Familles rurales de Mayotte"
"2866","France services de Dembeni"
"2867","France services La Poste de Venaco"
"2868","France services La Poste d'Aléria"
"2869","France services de Borgo"
"2870","France services de Laroquebrou"
"2871","France services Matignon-Saint-Cast le Guildo"
"2872","France services du Pays de Fénelon"
"2873","France services de Vald'Yerre"
"2874","France services des Monts d'Arrée"
"2875","France services de Sellières"
"2876","France services de Fayl-Billot"
"2877","France services de Sérent"
"2878","France services de Ballon-Saint-Mars"
"2879","France services Les Belleville"
"2880","France services de L'Hôpital-Folschviller - Antenne de Folschviller"
"2881","France services de Samer"
"2882","Bus France services d'Aulnay-sous-Bois"
"2883","France services Joseph Epstein"
"2884","France services multisites de La Londe-les-Maures - Site de Bormes-les-Mimosas"
"2885","France services multisites du Vexin Thelle - Site de Bouconvillers"
"2886","France services multisites du Vexin Thelle - Site de Chaumont-en-Vexin"
"2887","France services multisites du Vexin Thelle - Site de Jouy-sous-Telle"
"2888","France services multisites du Vexin Thelle - Site de Montagny-en-Vexin"
"2889","France services multisites du Vexin Thelle - Site de Fresnes Léguillon"
"2890","France services multisites du Vexin Thelle - Site de Trie-Château"
"2897","France services de Sainte Pazanne - Antenne de Rouans"
"2898","France services Serres-Castet - Antenne d'Arzacq-Arraziguet"
"2899","France services Serres-Castet - Antenne de Garlin"
"2900","France services Pyrénées-Catalanes - Antenne de Communauté de communes"
"2901","France services Pyrénées-Catalanes - Antenne de Bolquère"
"2902","France services Pyrénées-Catalanes - Antenne de Font-Romeu Odeillo"
"2903","France services Pyrénées-Catalanes - Antenne de Formiguères"
"2904","France services Pyrénées-Catalanes - Antenne de La Cabanasse"
"2905","France services Pyrénées-Catalanes - Antenne de Railleu"
"2906","France services itinérante Carantec"
"2907","Bus France services de la Communauté de communes du Pays de la Serre"
"2908","Bus France services de la Communauté de communes du Val de l’Oise"
"2909","Bus France services Gadjé Voyageurs 64"
"2910","Bus France services Grand Sud Caraïbe"
"2911","Bus France services La Courneuve"
"2912","Bus France services Nord Grande Terre"
"2913","Bus France services Numérique Nord"
"2914","Bus France services Pimms Médiation Portes de Provence - Drôme Nord"
"2915","Bus France services Riviera du Levant"
"2916","Bus France services UDAF de la Loire Sud"
"2917","France services du Centre Social CC2SO de Beaucamps-le-Vieux"
"2918","France services Andouillé"
"2919","France services Betty Albrecht-Aubervilliers"
"2920","France services Communauté d'Agglomération Gard Rhodanien - La Ruche"
"2921","France services Communauté de communes Les Portes briardes entre villes et forêts"
"2922","France services d’Ahun"
"2923","France services d’Apatou"
"2924","France services d'Iracoubo"
"2925","France services d’Issoudun"
"2926","France services d'Aigre"
"2927","France services La Poste d'Albertville - Sainte Thérèse"
"2928","France services La Poste d'Anse-Bertrand"
"2929","France services de Baie-Mahault"
"2930","France services multisites de Balbigny - Panissières"
"2931","France services de Bar-le-Duc"
"2932","France services de Bouillante"
"2933","France services de Bastelicaccia"
"2934","France services de Saint-Paul - Bellemène"
"2935","France services de Beuzeville"
"2936","France services de Bitche"
"2937","France services de Buxerolles"
"2938","France services La Poste de Cacao"
"2939","France services de Cadalen"
"2940","France services de Castanet-Tolosan"
"2941","France services de Castres"
"2942","France services de Chambéry - Les Hauts de Chambéry"
"2943","France services de Champlitte"
"2944","France services de Châteaubriant"
"2945","France services de Chauny"
"2946","France services de Coulaines"
"2947","France services de Cour-Cheverny"
"2948","France services de Dieulefit"
"2949","France services de Doullens"
"2950","France services de Faulquemont"
"2951","France services de Saint-André - Fayard"
"2952","France services de Foix"
"2953","France services de Frasne"
"2954","France services de Gagny - Mairie annexe Aurélie Salel"
"2955","France services de Gennes-Val-de-Loire"
"2956","France services de Ginestas"
"2957","France services de Gouzon"
"2958","France services de Grandvillars"
"2959","France services de Guyancourt"
"2960","France services de Javerdat"
"2961","France services de Kérandon Concarneau"
"2962","France services de Kourou"
"2963","France services de l’Elsau"
"2964","France services de la Communauté de communes de Charly-sur-Marne"
"2965","France services de la Dore"
"2966","France services de La Plaine du Rhin"
"2967","France services du Port - Rivière des Galets"
"2968","France services de Lamentin"
"2969","France services de Laxou-Provinces"
"2970","France services La Poste de Le Chambon-Feugerolles"
"2971","France services La Poste de Le Grand-Lemps"
"2972","France services de Legé"
"2973","France services de Lezat-Le Fossat"
"2974","France services de l'Huisne Sarthoise"
"2975","France services de Lingolsheim"
"2976","France services de Lirac"
"2977","France services de Lisieux Hauteville"
"2978","France services de Louhans"
"2979","France services de Luçon"
"2980","France services de Mâcon - Quartier des Gautriats Saugeraies"
"2981","France services de Macouria - Milsh Sainte-Agathe"
"2982","France services de Mauzé-sur-le-Mignon"
"2983","France services de Mende"
"2984","France services de Molliens-Dreuil"
"2985","France services de Monfort-l'Amaury"
"2986","France services de Montoire-sur-le-Loir"
"2987","France services de Montpellier - Joseph Ricome"
"2988","France services de Monts-de-Randon"
"2989","France services de Niort - Quartier Nord"
"2990","France services de Nogent-le-Roi"
"2991","France services de Nouzonville"
"2992","France services de Nyons"
"2993","France services multisites de Ouest Aveyron Communauté - Site de Villeneuve"
"2994","France services de Périgueux"
"2995","France services de Ploërmel"
"2996","France services de Pointe-à-Pitre"
"2997","France services La Poste de Pointe-Noire"
"2998","France services de Pontorson"
"2999","France services de Quétigny"
"3000","France services de Quéven"
"3001","France services de Recey-sur-Ource"
"3002","France services de Renwez"
"3003","France services de Revigny-sur-Ornain"
"3004","France services de Saint-André - Rivière du Mât les Bas"
"3005","France services de Rohan"
"3006","France services de Saint-Amans-Soult"
"3007","France services de Saint-Amour"
"3008","France services de Saint-André de l’Eure"
"3009","France services de Sainte-Anne"
"3010","France services de Saintes"
"3011","France services de Saint-Julien-Chapteuil"
"3012","France services de Saint-Laurent-du-Var"
"3013","France services de Saint-Loup-Lamairé"
"3014","France services de Saint-Pair-sur-Mer"
"3015","France services de Saint-Vaury"
"3016","France services de Salazie"
"3017","France services de Sartilly-Baie-Bocage"
"3018","France services de Savenay"
"3019","France services de Selles-sur-Cher"
"3020","France services de Talant"
"3021","France services de Saint-Paul - Tan Rouge"
"3022","France services de Tignes"
"3023","France services de Toulon-La Beaucaire"
"3024","France services de Toulouse-Les Minimes"
"3025","France services La Poste de Tourcoing"
"3026","France services de Valence Romans Agglomération"
"3027","France services de Vauvillers"
"3028","Bus France services de Vendôme"
"3029","France services de Verdun"
"3030","France services de Villebois-Lavalette"
"3031","France services de Villemoirieu"
"3032","France services de Villersexel"
"3033","France services des Pennes Mirabeau"
"3034","France services La Poste d'Hasparren"
"3035","France services multisites du Bouzonvillois Trois Frontières -  Site de Bouzonville"
"3036","France services du Château de Bellevue"
"3037","France services du Loroux-Bottereau"
"3038","France services du Pays de Fontenay-Vendée"
"3039","France services du Pays de Landerneau Daoulas"
"3040","France services du Pays de Saint-Fulgent - Les Essarts"
"3041","France services du Pays d'Othe"
"3042","France services du Pays Rhénan"
"3043","France services du Sammiellois"
"3044","France services du Ségala"
"3045","France services du Teil"
"3046","France services du Val d’Amboise"
"3047","France services La Poste d'Ustaritz"
"3048","France services Fruges"
"3049","France services La Poste d'Ivry-sur-Seine - Port"
"3050","France services La Mallette de Sardent"
"3051","Bus France services La Ruralinette - Rodez"
"3052","France services Lapwent"
"3053","France services Lillers"
"3054","France services Maison solidaire de Kermarron"
"3055","France services Montauban - Monplaisir"
"3056","France services multisites Muse et Raspes du Tarn - Site de Broquiès"
"3057","France services Pimms Médiation - Brest-Quatre Moulins"
"3058","France services Pimms Médiation Bordeaux-Les Aubiers"
"3059","France services Rhuys info services"
"3060","France services Rouen-Média Formation"
"3061","France services Sivom Pays Glazik"
"3062","France services Ty info services"
"3064","France services Vesseaux - Lachapelle-sous-Aubenas"
"3065","France services Sergines - Antenne de Pont-sur-Yonne"
"3066","France services La Poste de Cérilly"
"3067","France services de Cosne-d'Allier"
"3068","Bus France services d'Ebreuil"
"3069","France services de Capdenac-Gare"
"3070","France services Saint-Genis-de-Saintonge"
"3071","France services de La Rochelle - Villeneuve-Les-Salines"
"3072","France services La Grand-Combe"
"3073","France services de Meuse Rognon"
"3074","France services de Quiberon"
"3075","France services de Gerzat"
"3076","France services Montauban - Coeur de ville"
"3077","France services de Vézelay"
"3078","France services de Mouzon"
"3080","France services de Pégomas"
"3081","France services La Poste de Dreux - Les Bâtes"
"3082","France services de Pierrefontaine-les-Varans"
"3083","France services de Saint-Privat"
"3084","France services de la Vallée Verte"
"3085","France services Terres de Chalosse"
"3086","France services de Mulhouse-Centre"
"3087","France services de Moissac"
"3088","France services multisites de la Communauté de communes des Sucs"
"3089","France Services Point info 14 d’Isigny sur Mer – Antenne de Sainte Marguerite d’Elle"
"3090","France Services Point info 14 du Molay-Littry – Antenne de Balleroy-sur-Drôme"
"3091","France Services Point info 14 d’Isigny-sur-Mer – Antenne de Grandcamp-Maisy"
"3092","France Services Cormicy – Antenne de Loivre"
"3093","France Services Vimoutiers – Antenne France services du Sap en Auge"
"3094","France services Valognes - Antenne de Quettehou"
"3095","France services Valognes - Antenne de Saint-Pierre - Église"
"3096","France services des Pieux - Antenne de Barneville-Carteret"
"3097","Bus France services Communauté de communes Alpes Provence Verdon"
"3098","France services Maison de quartier des Marots"
"3099","France services Maison de quartier Point du Jour"
"3100","France services La Poste de Bastia - Libecciu"
"3101","France services de Précy-sous-Thil"
"3102","France services de Lannion"
"3103","France services de Crocq"
"3104","France services de Valentigney"
"3105","France services d’Épaignes"
"3106","France services de Juvignac"
"3107","France services d'Argenton-sur-Creuse"
"3108","France services Soustons"
"3109","Bus France services UDAF de la Loire Nord"
"3110","Bus France services Anjou Loir et Sarthe"
"3111","France services de Domèvre-en-Haye"
"3112","France services de Clamecy"
"3113","Bus France services de la Communauté d'agglomération de Cambrai"
"3114","Bus France services de Clermont-Ferrand"
"3115","France services de Sélestat"
"3116","France services de Dampierre-sur-Salon"
"3117","France services de Gueugnon"
"3118","Bus France services de Grand Roye"
"3119","France services CC2SO de Poix-de-Picardie"
"3120","France services Grand Sud Montech"
"3121","France services de Saint-Florentin"
"3122","France services de Ouanne"
"3123","France services de Rueil-Malmaison"
"3124","France services de Saint-Martin-du-Tertre"
"3125","France services de Sarcelles - Sablons"
"3126","France services de Sarcelles - Chardonnerettes"
"3127","France services de Sarcelles - Rosiers-Chantepie"
"3128","France services de Morne à l’eau"
"3129","France services de Petit-Bourg - Prise d'eau"
"3130","France services Maison de quartier des Sénardes"
"3131","France services de La Garde"
"3132","Bus France services Les Abymes - Le Raizet"
"3133","France services de Sainte-Marie"
"3134","France services de Bouéni"
"3135","France services multisites du Diois - Site de Châtillon-en-Diois"
"3136","France services multisites du Diois - Site de Luc-en-Diois"
"3137","France services Dombes Villars"
"3138","France services de la sous-préfecture de Soissons"
"3139","France services multisites de la CA de la région de Château-Thierry - Site de Fère-en-Tardenois"
"3140","France services multisites de la CA de la région de Château-Thierry - Site de Condé-en-Brie"
"3141","France services multisites de la CA de la région de Château-Thierry - Site de Neuilly-Saint-Front"
"3142","France services d'Ervy-le-Châtel"
"3143","France services de Bouilly"
"3144","France services de Millau"
"3145","France services d'Espalion"
"3146","France services multisites de Marseille - Noailles"
"3147","France services de Cognac"
"3148","France services d'Angoulême - Ma Campagne"
"3149","France services de Saint-Amand-Montrond"
"3150","France services de Monceaux-sur-Dordogne"
"3151","France services d'Arnac-Pompadour"
"3152","France services d'Auxonne"
"3153","France services de Mainvilliers"
"3154","France services de Mittainvilliers-Vérigny"
"3155","France services de Saint-Renan"
"3156","France services de Rosporden"
"3157","France services de Cugnaux"
"3158","France services de Saint-Félix-Lauragais"
"3159","Bus France services de la Communauté de communes Médoc Atlantique"
"3160","France services La Poste de Martignas-sur-Jalle"
"3161","France services de Poussan"
"3162","France services multisites de Brocéliande Communauté - Site de Bréal-sous-Montfort"
"3163","France services multisites de Brocéliande Communauté - Site de Plélan-le-Grand"
"3165","France services de Tyrosse"
"3166","France services du Pays Grenadois"
"3167","France services d'Aurec-sur-Loire"
"3168","France services multisites du Collet-de-Dèze - La Poste du Collet-de-Dèze"
"3169","France services multisites du Collet-de-Dèze - Agence postale de Ventalon-en-Cévennes"
"3170","France services multisites du Collet-de-Dèze - Site de Saint-Martin-de-Boubaux"
"3171","France services La Poste de Saint-Lô - Val Saint Jean"
"3172","France services de Saint-Pierre-Église"
"3173","France services de Reims - Quartier des Châtillons"
"3174","France services de Reims - Quartier des Epinettes"
"3175","France services de Sommesous"
"3176","France services de Witry-lès-Reims"
"3177","Bus France services de la Marne"
"3178","France services de Mourmelon le Grand"
"3179","France services de La Porte du Der"
"3180","France services multisites des Trois Forêts - Site de Châteauvillain"
"3181","France services multisites des Trois Forêts - Site d'Arc-en-Barrois"
"3182","France services de Wassy"
"3183","France services de la sous-préfecture de Val de Briey"
"3184","France services de Blénod-lès-Pont-à-Mousson"
"3185","France services de Cousances-les-Forges"
"3186","France services de Brech"
"3187","France services de Grande-Synthe"
"3188","France services du Touquet-Paris-Plage"
"3189","France services de Garazi"
"3190","France services multisites des Vallées de Haute-Pyrénées - Site de Gavarnie-Gèdre"
"3191","France services multisites des Vallées de Haute-Pyrénées - Site d'Arras-en-Lavedan"
"3192","France services multisites des Vallées de Haute-Pyrénées - Site d'Aucun"
"3193","France services multisites des Vallées de Haute-Pyrénées - Site d'Arrens-Marsous"
"3194","France services multisites des Vallées de Haute-Pyrénées - Site de Campan"
"3195","France services multisites des Vallées de Haute-Pyrénées - Site de Cieutat"
"3196","France services multisites des Vallées de Haute-Pyrénées - Site de Montgaillard"
"3197","France services d'Argelès-sur-Mer"
"3198","France services de Dannemarie"
"3199","France services de la CCI du Beaujolais"
"3200","France services d'Héricourt"
"3201","France services de La Motte-Servolex"
"3202","France services de La Bridoire"
"3203","France services multisites du Pays Rochois / Arve & Salève - Site de La Roche-sur-Foron"
"3204","France services multisites du Pays Rochois / Arve & Salève - Site de Reignier-Ésery"
"3205","France services La Poste de Paris - Belleville"
"3207","France services de Bray-Eawy"
"3208","France services Pimms Médiation de Chelles"
"3209","France services d'Houdan"
"3210","France services de Limay"
"3211","France services de Jouars-Pontchartrain"
"3212","France services de Bray-sur-Somme"
"3213","France services de Saint-Valery-sur-Somme"
"3214","France services Val de Somme"
"3215","France services d'Estérel Côte d'Azur agglomération"
"3216","France services du Golfe de Saint-Topez"
"3217","France services multisites Terres de Montaigu - Site de Montaigu-Vendée"
"3218","France services multisites Terres de Montaigu - Site de Rocheservière"
"3219","France services La Poste de L'Aiguillon-la-Presqu'île"
"3220","France services La Poste de Naintré"
"3221","France services Châtellerault - Plaine d'Ozon"
"3222","France services de L'Isle-Jourdain"
"3223","France services de Limoges - Val de l'Aurence"
"3224","France services de Bellac"
"3225","France services multisites des Hautes-Vosges - Site de Saulxures-sur-Moselotte"
"3226","France services multisites des Hautes-Vosges - Site de La Bresse"
"3227","France services de Gérardmer Hautes Vosges"
"3228","Bus France services Prox e-Bus de Morangis
"3229","Bus France services de la Communauté de communes des 2 Vallées"
"3230","France services La Poste de Nanterre - Chemin de l'Île"
"3231","France services de la sous-préfecture de Boulogne-Billancourt"
"3232","France services de Bondy - MQC Brassens"
"3233","France services de Saint-Ouen - Centre Ville"
"3234","France services de Livry-Gargan"
"3235","France services multisites de Tremblay-en-France - Site Mairie"
"3236","France services multisites de Tremblay-en-France - Site Maison des associations"
"3237","France services de Sucy-en-Brie"
"3238","France services de Bruyères-sur-Oise"
"3239","Bus France services Servibus – Point services aux particuliers"
"3240","France services de Case-Pilote"
"3241","Bus France services Espace Sud"
"3242","France services de Saint-Louis - AORA Médiation"
"3243","France services de Passamainti"
"3244","France services de Pietrosella"
"3245","France services d'Houdan - Antenne de Septeuil"
"3246","France services de Bondy - MQC Brassens - Antenne de la MQC Sohane"
